Epoch:0	SE:2.5568912029266357
Epoch:1	SE:1.9095559120178223
Epoch:2	SE:1.6120853424072266
Epoch:3	SE:1.5950429439544678
Epoch:4	SE:1.582518458366394
Epoch:5	SE:1.5718352794647217
Epoch:6	SE:1.5607231855392456
Epoch:7	SE:1.5515111684799194
Epoch:8	SE:1.5385085344314575
Epoch:9	SE:1.5191951990127563
Epoch:10	SE:1.504540205001831
Epoch:11	SE:1.4904069900512695
Epoch:12	SE:1.481167197227478
Epoch:13	SE:1.4731734991073608
Epoch:14	SE:1.4627405405044556
Epoch:15	SE:1.4474303722381592
Epoch:16	SE:1.4361387491226196
Epoch:17	SE:1.4251834154129028
Epoch:18	SE:1.412069320678711
Epoch:19	SE:1.3966368436813354
Epoch:20	SE:1.3829344511032104
Epoch:21	SE:1.3751004934310913
Epoch:22	SE:1.367591142654419
Epoch:23	SE:1.3594850301742554
Epoch:24	SE:1.3481371402740479
Epoch:25	SE:1.3418375253677368
Epoch:26	SE:1.3355625867843628
Epoch:27	SE:1.3243504762649536
Epoch:28	SE:1.312321424484253
Epoch:29	SE:1.308534026145935
Epoch:30	SE:1.3015477657318115
Epoch:31	SE:1.2894397974014282
Epoch:32	SE:1.288174033164978
Epoch:33	SE:1.2767667770385742
Epoch:34	SE:1.2700886726379395
Epoch:35	SE:1.2599904537200928
Epoch:36	SE:1.2485363483428955
Epoch:37	SE:1.2442580461502075
Epoch:38	SE:1.2345243692398071
Epoch:39	SE:1.22386634349823
Epoch:40	SE:1.2160767316818237
Epoch:41	SE:1.20452880859375
Epoch:42	SE:1.1977185010910034
Epoch:43	SE:1.1863040924072266
Epoch:44	SE:1.176210641860962
Epoch:45	SE:1.1632431745529175
Epoch:46	SE:1.15276300907135
Epoch:47	SE:1.1373443603515625
Epoch:48	SE:1.1226794719696045
Epoch:49	SE:1.1071494817733765
Epoch:50	SE:1.0909241437911987
Epoch:51	SE:1.0788673162460327
Epoch:52	SE:1.0581092834472656
Epoch:53	SE:1.0445849895477295
Epoch:54	SE:1.024147868156433
Epoch:55	SE:1.00770902633667
Epoch:56	SE:0.987245500087738
Epoch:57	SE:0.9618544578552246
Epoch:58	SE:0.9174304604530334
Epoch:59	SE:0.8543577790260315
Epoch:60	SE:0.8064645528793335
Epoch:61	SE:0.7592028379440308
Epoch:62	SE:0.7233070731163025
Epoch:63	SE:0.6870468258857727
Epoch:64	SE:0.6603377461433411
Epoch:65	SE:0.6329547762870789
Epoch:66	SE:0.6060165166854858
Epoch:67	SE:0.5789145827293396
Epoch:68	SE:0.5557425618171692
Epoch:69	SE:0.5343213677406311
Epoch:70	SE:0.5123687982559204
Epoch:71	SE:0.49179548025131226
Epoch:72	SE:0.4715554416179657
Epoch:73	SE:0.45533284544944763
Epoch:74	SE:0.4354012906551361
Epoch:75	SE:0.41884586215019226
Epoch:76	SE:0.4039158225059509
Epoch:77	SE:0.38533422350883484
Epoch:78	SE:0.36827242374420166
Epoch:79	SE:0.35552534461021423
Epoch:80	SE:0.33822688460350037
Epoch:81	SE:0.32710111141204834
Epoch:82	SE:0.3138119578361511
Epoch:83	SE:0.3043058216571808
Epoch:84	SE:0.2916182577610016
Epoch:85	SE:0.28420329093933105
Epoch:86	SE:0.2753579616546631
Epoch:87	SE:0.26625654101371765
Epoch:88	SE:0.25765717029571533
Epoch:89	SE:0.2510982155799866
Epoch:90	SE:0.2430797517299652
Epoch:91	SE:0.23772262036800385
Epoch:92	SE:0.2283877730369568
Epoch:93	SE:0.22449268400669098
Epoch:94	SE:0.21624313294887543
Epoch:95	SE:0.21145851910114288
Epoch:96	SE:0.20635472238063812
Epoch:97	SE:0.20018339157104492
Epoch:98	SE:0.1961887776851654
Epoch:99	SE:0.1910751461982727
Epoch:100	SE:0.18655864894390106
