Epoch:0	SE:2.707493543624878
Epoch:1	SE:2.3003756999969482
Epoch:2	SE:1.5822604894638062
Epoch:3	SE:1.2843680381774902
Epoch:4	SE:1.2730252742767334
Epoch:5	SE:1.2667100429534912
Epoch:6	SE:1.2632157802581787
Epoch:7	SE:1.2554593086242676
Epoch:8	SE:1.2540926933288574
Epoch:9	SE:1.247214674949646
Epoch:10	SE:1.2454215288162231
Epoch:11	SE:1.239612340927124
Epoch:12	SE:1.2383196353912354
Epoch:13	SE:1.2356115579605103
Epoch:14	SE:1.232371211051941
Epoch:15	SE:1.2286250591278076
Epoch:16	SE:1.223282814025879
Epoch:17	SE:1.2199429273605347
Epoch:18	SE:1.2164649963378906
Epoch:19	SE:1.215225338935852
Epoch:20	SE:1.2121284008026123
Epoch:21	SE:1.2088772058486938
Epoch:22	SE:1.2062921524047852
Epoch:23	SE:1.2041586637496948
Epoch:24	SE:1.2039545774459839
Epoch:25	SE:1.1995121240615845
Epoch:26	SE:1.1955879926681519
Epoch:27	SE:1.1950454711914062
Epoch:28	SE:1.195023775100708
Epoch:29	SE:1.190076470375061
Epoch:30	SE:1.1871216297149658
Epoch:31	SE:1.1860716342926025
Epoch:32	SE:1.1858699321746826
Epoch:33	SE:1.1817258596420288
Epoch:34	SE:1.1798712015151978
Epoch:35	SE:1.1750324964523315
Epoch:36	SE:1.172714114189148
Epoch:37	SE:1.169251561164856
Epoch:38	SE:1.1681886911392212
Epoch:39	SE:1.1664661169052124
Epoch:40	SE:1.1597572565078735
Epoch:41	SE:1.1573151350021362
Epoch:42	SE:1.1531881093978882
Epoch:43	SE:1.1502621173858643
Epoch:44	SE:1.1453807353973389
Epoch:45	SE:1.1427315473556519
Epoch:46	SE:1.1363872289657593
Epoch:47	SE:1.134009599685669
Epoch:48	SE:1.132556676864624
Epoch:49	SE:1.1240664720535278
Epoch:50	SE:1.1194469928741455
Epoch:51	SE:1.1172606945037842
Epoch:52	SE:1.1128966808319092
Epoch:53	SE:1.1121851205825806
Epoch:54	SE:1.1076105833053589
Epoch:55	SE:1.1026486158370972
Epoch:56	SE:1.1022578477859497
Epoch:57	SE:1.0999027490615845
Epoch:58	SE:1.0930098295211792
Epoch:59	SE:1.0934128761291504
Epoch:60	SE:1.087365746498108
Epoch:61	SE:1.0824402570724487
Epoch:62	SE:1.0769342184066772
Epoch:63	SE:1.0699982643127441
Epoch:64	SE:1.0651062726974487
Epoch:65	SE:1.058315634727478
Epoch:66	SE:1.0569329261779785
Epoch:67	SE:1.0514644384384155
Epoch:68	SE:1.0442408323287964
Epoch:69	SE:1.0402839183807373
Epoch:70	SE:1.036040186882019
Epoch:71	SE:1.031549334526062
Epoch:72	SE:1.023711919784546
Epoch:73	SE:1.0194593667984009
Epoch:74	SE:1.010793924331665
Epoch:75	SE:1.0055216550827026
Epoch:76	SE:1.000205397605896
Epoch:77	SE:0.9947900176048279
Epoch:78	SE:0.986137330532074
Epoch:79	SE:0.979372501373291
