Epoch:0	SE:2.3651645183563232
Epoch:1	SE:2.0529263019561768
Epoch:2	SE:1.5059930086135864
Epoch:3	SE:1.2842210531234741
Epoch:4	SE:1.2750636339187622
Epoch:5	SE:1.2699048519134521
Epoch:6	SE:1.265540361404419
Epoch:7	SE:1.2607554197311401
Epoch:8	SE:1.2559021711349487
Epoch:9	SE:1.2523844242095947
Epoch:10	SE:1.248941421508789
Epoch:11	SE:1.2481149435043335
Epoch:12	SE:1.2430436611175537
Epoch:13	SE:1.2429077625274658
Epoch:14	SE:1.2377761602401733
Epoch:15	SE:1.2378311157226562
Epoch:16	SE:1.2316136360168457
Epoch:17	SE:1.229704737663269
Epoch:18	SE:1.2263120412826538
Epoch:19	SE:1.221684455871582
Epoch:20	SE:1.2207039594650269
Epoch:21	SE:1.2190189361572266
Epoch:22	SE:1.2166246175765991
Epoch:23	SE:1.2145026922225952
Epoch:24	SE:1.212666392326355
Epoch:25	SE:1.209377646446228
Epoch:26	SE:1.2081702947616577
Epoch:27	SE:1.2069576978683472
Epoch:28	SE:1.2062705755233765
Epoch:29	SE:1.203068733215332
Epoch:30	SE:1.1972123384475708
Epoch:31	SE:1.197492003440857
Epoch:32	SE:1.1964178085327148
Epoch:33	SE:1.1948668956756592
Epoch:34	SE:1.192180871963501
Epoch:35	SE:1.190552830696106
Epoch:36	SE:1.1860709190368652
Epoch:37	SE:1.183816909790039
Epoch:38	SE:1.1797986030578613
Epoch:39	SE:1.1745437383651733
Epoch:40	SE:1.170798659324646
Epoch:41	SE:1.1650965213775635
Epoch:42	SE:1.1589423418045044
Epoch:43	SE:1.1567018032073975
Epoch:44	SE:1.1491199731826782
Epoch:45	SE:1.1481901407241821
Epoch:46	SE:1.144508719444275
Epoch:47	SE:1.1415860652923584
Epoch:48	SE:1.138532042503357
Epoch:49	SE:1.134284257888794
Epoch:50	SE:1.1307799816131592
Epoch:51	SE:1.1251837015151978
Epoch:52	SE:1.123747706413269
Epoch:53	SE:1.1176154613494873
Epoch:54	SE:1.1149524450302124
Epoch:55	SE:1.1118274927139282
Epoch:56	SE:1.1043723821640015
Epoch:57	SE:1.102948546409607
Epoch:58	SE:1.0968263149261475
Epoch:59	SE:1.0952637195587158
Epoch:60	SE:1.0897774696350098
Epoch:61	SE:1.084839940071106
Epoch:62	SE:1.0818170309066772
Epoch:63	SE:1.0775312185287476
Epoch:64	SE:1.0735057592391968
Epoch:65	SE:1.0711784362792969
Epoch:66	SE:1.0658960342407227
Epoch:67	SE:1.062954306602478
Epoch:68	SE:1.0551319122314453
Epoch:69	SE:1.0505691766738892
