Epoch:0	Accuracy:0.10625
Epoch:1	Accuracy:0.13125
Epoch:2	Accuracy:0.21562500000000004
Epoch:3	Accuracy:0.21437500000000004
Epoch:4	Accuracy:0.213125
Epoch:5	Accuracy:0.21375000000000002
Epoch:6	Accuracy:0.21500000000000002
Epoch:7	Accuracy:0.21437500000000004
Epoch:8	Accuracy:0.21375000000000002
Epoch:9	Accuracy:0.21312500000000006
Epoch:10	Accuracy:0.21375000000000002
Epoch:11	Accuracy:0.21375000000000002
Epoch:12	Accuracy:0.21375000000000002
Epoch:13	Accuracy:0.21375000000000002
Epoch:14	Accuracy:0.21375000000000002
Epoch:15	Accuracy:0.21375000000000002
Epoch:16	Accuracy:0.21375000000000002
Epoch:17	Accuracy:0.21375000000000002
Epoch:18	Accuracy:0.21375000000000002
Epoch:19	Accuracy:0.21437500000000004
Epoch:20	Accuracy:0.21375000000000002
Epoch:21	Accuracy:0.21437500000000004
Epoch:22	Accuracy:0.21437500000000004
Epoch:23	Accuracy:0.21500000000000002
Epoch:24	Accuracy:0.21437500000000004
Epoch:25	Accuracy:0.21500000000000002
Epoch:26	Accuracy:0.21375000000000002
Epoch:27	Accuracy:0.215
Epoch:28	Accuracy:0.21437500000000004
Epoch:29	Accuracy:0.21375000000000002
Epoch:30	Accuracy:0.21562500000000004
Epoch:31	Accuracy:0.215
Epoch:32	Accuracy:0.21437500000000004
Epoch:33	Accuracy:0.21500000000000002
Epoch:34	Accuracy:0.21437500000000004
Epoch:35	Accuracy:0.215625
Epoch:36	Accuracy:0.21625
Epoch:37	Accuracy:0.21562500000000004
Epoch:38	Accuracy:0.21437500000000004
Epoch:39	Accuracy:0.21437500000000004
Epoch:40	Accuracy:0.21500000000000002
Epoch:41	Accuracy:0.21687499999999998
Epoch:42	Accuracy:0.21500000000000002
Epoch:43	Accuracy:0.21437500000000004
Epoch:44	Accuracy:0.21562500000000004
Epoch:45	Accuracy:0.215
Epoch:46	Accuracy:0.216875
Epoch:47	Accuracy:0.21875
Epoch:48	Accuracy:0.21937500000000004
Epoch:49	Accuracy:0.22312500000000002
Epoch:50	Accuracy:0.21937500000000001
Epoch:51	Accuracy:0.221875
Epoch:52	Accuracy:0.22374999999999998
Epoch:53	Accuracy:0.22374999999999998
Epoch:54	Accuracy:0.230625
Epoch:55	Accuracy:0.23499999999999996
Epoch:56	Accuracy:0.240625
Epoch:57	Accuracy:0.23937499999999998
Epoch:58	Accuracy:0.24562500000000004
Epoch:59	Accuracy:0.24375
Epoch:60	Accuracy:0.246875
Epoch:61	Accuracy:0.2537500000000001
Epoch:62	Accuracy:0.25187499999999996
Epoch:63	Accuracy:0.25562500000000005
Epoch:64	Accuracy:0.26
Epoch:65	Accuracy:0.2575
Epoch:66	Accuracy:0.259375
Epoch:67	Accuracy:0.266875
Epoch:68	Accuracy:0.264375
Epoch:69	Accuracy:0.26687500000000003
