Epoch:0	Accuracy:0.21375000000000005
Epoch:1	Accuracy:0.21250000000000005
Epoch:2	Accuracy:0.210625
Epoch:3	Accuracy:0.209375
Epoch:4	Accuracy:0.3249999999999999
Epoch:5	Accuracy:0.35124999999999995
Epoch:6	Accuracy:0.35750000000000004
Epoch:7	Accuracy:0.34624999999999995
Epoch:8	Accuracy:0.3825
Epoch:9	Accuracy:0.415625
Epoch:10	Accuracy:0.39875
Epoch:11	Accuracy:0.36750000000000005
Epoch:12	Accuracy:0.388125
Epoch:13	Accuracy:0.3968749999999999
Epoch:14	Accuracy:0.41624999999999995
Epoch:15	Accuracy:0.405625
Epoch:16	Accuracy:0.414375
Epoch:17	Accuracy:0.416875
Epoch:18	Accuracy:0.4125
Epoch:19	Accuracy:0.4287500000000001
Epoch:20	Accuracy:0.428125
Epoch:21	Accuracy:0.415625
Epoch:22	Accuracy:0.3999999999999999
Epoch:23	Accuracy:0.40374999999999994
Epoch:24	Accuracy:0.41437500000000005
Epoch:25	Accuracy:0.42750000000000005
Epoch:26	Accuracy:0.43187500000000006
Epoch:27	Accuracy:0.429375
Epoch:28	Accuracy:0.41437500000000005
Epoch:29	Accuracy:0.3975
Epoch:30	Accuracy:0.39624999999999994
Epoch:31	Accuracy:0.3762500000000001
Epoch:32	Accuracy:0.36625
Epoch:33	Accuracy:0.373125
Epoch:34	Accuracy:0.386875
Epoch:35	Accuracy:0.39749999999999996
Epoch:36	Accuracy:0.39624999999999994
Epoch:37	Accuracy:0.39187500000000003
Epoch:38	Accuracy:0.3906250000000001
Epoch:39	Accuracy:0.39187500000000003
Epoch:40	Accuracy:0.409375
Epoch:41	Accuracy:0.41500000000000004
Epoch:42	Accuracy:0.4106249999999999
Epoch:43	Accuracy:0.41875
Epoch:44	Accuracy:0.4081249999999999
Epoch:45	Accuracy:0.40875000000000006
Epoch:46	Accuracy:0.40062499999999995
Epoch:47	Accuracy:0.39312499999999995
Epoch:48	Accuracy:0.38937499999999997
Epoch:49	Accuracy:0.38937499999999997
Epoch:50	Accuracy:0.38812499999999994
Epoch:51	Accuracy:0.381875
Epoch:52	Accuracy:0.374375
Epoch:53	Accuracy:0.37875000000000003
Epoch:54	Accuracy:0.37875000000000003
Epoch:55	Accuracy:0.39312499999999995
Epoch:56	Accuracy:0.3937500000000001
Epoch:57	Accuracy:0.39625000000000005
Epoch:58	Accuracy:0.40250000000000014
Epoch:59	Accuracy:0.4025
Epoch:60	Accuracy:0.40249999999999997
Epoch:61	Accuracy:0.4025
Epoch:62	Accuracy:0.40125
Epoch:63	Accuracy:0.403125
Epoch:64	Accuracy:0.4006250000000001
Epoch:65	Accuracy:0.399375
Epoch:66	Accuracy:0.39562500000000006
Epoch:67	Accuracy:0.38875000000000004
Epoch:68	Accuracy:0.385625
Epoch:69	Accuracy:0.385625
Epoch:70	Accuracy:0.38062500000000005
Epoch:71	Accuracy:0.37
Epoch:72	Accuracy:0.37625000000000003
Epoch:73	Accuracy:0.3725000000000001
Epoch:74	Accuracy:0.38187499999999996
Epoch:75	Accuracy:0.37937499999999996
Epoch:76	Accuracy:0.39249999999999996
Epoch:77	Accuracy:0.38875000000000004
Epoch:78	Accuracy:0.39624999999999994
Epoch:79	Accuracy:0.3925
Epoch:80	Accuracy:0.40062499999999995
Epoch:81	Accuracy:0.40062499999999995
Epoch:82	Accuracy:0.40374999999999994
Epoch:83	Accuracy:0.39562499999999995
Epoch:84	Accuracy:0.391875
Epoch:85	Accuracy:0.38812499999999994
Epoch:86	Accuracy:0.38750000000000007
Epoch:87	Accuracy:0.375625
Epoch:88	Accuracy:0.38312499999999994
Epoch:89	Accuracy:0.37687499999999996
Epoch:90	Accuracy:0.3749999999999999
Epoch:91	Accuracy:0.375
Epoch:92	Accuracy:0.38125
Epoch:93	Accuracy:0.37687499999999996
Epoch:94	Accuracy:0.37687499999999996
Epoch:95	Accuracy:0.379375
Epoch:96	Accuracy:0.38249999999999995
Epoch:97	Accuracy:0.3818749999999999
Epoch:98	Accuracy:0.3837499999999999
Epoch:99	Accuracy:0.38187499999999996
Epoch:100	Accuracy:0.3874999999999999
Epoch:101	Accuracy:0.3849999999999999
Epoch:102	Accuracy:0.38312500000000005
Epoch:103	Accuracy:0.393125
Epoch:104	Accuracy:0.39312499999999995
Epoch:105	Accuracy:0.39
Epoch:106	Accuracy:0.38875
Epoch:107	Accuracy:0.3862499999999999
Epoch:108	Accuracy:0.3825
Epoch:109	Accuracy:0.38
Epoch:110	Accuracy:0.385625
Epoch:111	Accuracy:0.38
Epoch:112	Accuracy:0.38312499999999994
Epoch:113	Accuracy:0.37875000000000003
Epoch:114	Accuracy:0.38125
Epoch:115	Accuracy:0.37062500000000004
Epoch:116	Accuracy:0.36687499999999995
Epoch:117	Accuracy:0.36187500000000006
Epoch:118	Accuracy:0.36875
Epoch:119	Accuracy:0.36624999999999996
