Epoch:0	SE:2.587552785873413
Epoch:1	SE:1.64226233959198
Epoch:2	SE:1.3001126050949097
Epoch:3	SE:1.2914329767227173
Epoch:4	SE:1.2842172384262085
Epoch:5	SE:1.277627944946289
Epoch:6	SE:1.2714145183563232
Epoch:7	SE:1.2654210329055786
Epoch:8	SE:1.2595341205596924
Epoch:9	SE:1.2536604404449463
Epoch:10	SE:1.2480803728103638
Epoch:11	SE:1.2430126667022705
Epoch:12	SE:1.238273024559021
Epoch:13	SE:1.2335033416748047
Epoch:14	SE:1.2286790609359741
Epoch:15	SE:1.223775029182434
Epoch:16	SE:1.2187658548355103
Epoch:17	SE:1.2136216163635254
Epoch:18	SE:1.2083144187927246
Epoch:19	SE:1.2028130292892456
Epoch:20	SE:1.1980196237564087
Epoch:21	SE:1.1942119598388672
Epoch:22	SE:1.1907141208648682
Epoch:23	SE:1.1871412992477417
Epoch:24	SE:1.183453917503357
Epoch:25	SE:1.1796268224716187
Epoch:26	SE:1.1756377220153809
Epoch:27	SE:1.1714588403701782
Epoch:28	SE:1.1670584678649902
Epoch:29	SE:1.1623969078063965
Epoch:30	SE:1.1577361822128296
Epoch:31	SE:1.1529555320739746
Epoch:32	SE:1.1477949619293213
Epoch:33	SE:1.1422771215438843
Epoch:34	SE:1.136440634727478
Epoch:35	SE:1.1301968097686768
Epoch:36	SE:1.1234067678451538
Epoch:37	SE:1.115702748298645
Epoch:38	SE:1.108078956604004
Epoch:39	SE:1.101374864578247
Epoch:40	SE:1.095162034034729
Epoch:41	SE:1.0904864072799683
Epoch:42	SE:1.0860204696655273
Epoch:43	SE:1.0821284055709839
Epoch:44	SE:1.0784728527069092
Epoch:45	SE:1.0746995210647583
Epoch:46	SE:1.0710777044296265
Epoch:47	SE:1.0671523809432983
Epoch:48	SE:1.0631184577941895
Epoch:49	SE:1.0589420795440674
Epoch:50	SE:1.0543861389160156
Epoch:51	SE:1.0498145818710327
Epoch:52	SE:1.0448657274246216
Epoch:53	SE:1.0398472547531128
Epoch:54	SE:1.0335818529129028
Epoch:55	SE:1.026568055152893
Epoch:56	SE:1.0192877054214478
Epoch:57	SE:1.0112379789352417
Epoch:58	SE:1.0025240182876587
Epoch:59	SE:0.9932017922401428
Epoch:60	SE:0.9833683371543884
Epoch:61	SE:0.9732953310012817
Epoch:62	SE:0.9626926779747009
Epoch:63	SE:0.9511559009552002
Epoch:64	SE:0.9393285512924194
Epoch:65	SE:0.9269039630889893
Epoch:66	SE:0.913955807685852
Epoch:67	SE:0.9005246758460999
Epoch:68	SE:0.886690080165863
Epoch:69	SE:0.8725278377532959
Epoch:70	SE:0.8582349419593811
Epoch:71	SE:0.8439602255821228
Epoch:72	SE:0.8299046754837036
Epoch:73	SE:0.8162411451339722
Epoch:74	SE:0.8031508922576904
Epoch:75	SE:0.7907190918922424
Epoch:76	SE:0.7788363099098206
Epoch:77	SE:0.7673366665840149
Epoch:78	SE:0.756135106086731
Epoch:79	SE:0.7454481720924377
