Epoch:0	SE:2.5338268280029297
Epoch:1	SE:2.338545799255371
Epoch:2	SE:1.8828712701797485
Epoch:3	SE:1.342328667640686
Epoch:4	SE:1.2741374969482422
Epoch:5	SE:1.2674996852874756
Epoch:6	SE:1.2623436450958252
Epoch:7	SE:1.2597908973693848
Epoch:8	SE:1.2542837858200073
Epoch:9	SE:1.2484946250915527
Epoch:10	SE:1.2468316555023193
Epoch:11	SE:1.2424144744873047
Epoch:12	SE:1.2391012907028198
Epoch:13	SE:1.2351583242416382
Epoch:14	SE:1.2320160865783691
Epoch:15	SE:1.227803111076355
Epoch:16	SE:1.2238472700119019
Epoch:17	SE:1.2200063467025757
Epoch:18	SE:1.2186616659164429
Epoch:19	SE:1.2149020433425903
Epoch:20	SE:1.2105530500411987
Epoch:21	SE:1.20856773853302
Epoch:22	SE:1.2051758766174316
Epoch:23	SE:1.2030068635940552
Epoch:24	SE:1.2028133869171143
Epoch:25	SE:1.201645851135254
Epoch:26	SE:1.1978930234909058
Epoch:27	SE:1.1926448345184326
Epoch:28	SE:1.189635157585144
Epoch:29	SE:1.1871370077133179
Epoch:30	SE:1.185673475265503
Epoch:31	SE:1.1826359033584595
Epoch:32	SE:1.182082176208496
Epoch:33	SE:1.1782983541488647
Epoch:34	SE:1.177656888961792
Epoch:35	SE:1.1744298934936523
Epoch:36	SE:1.1700557470321655
Epoch:37	SE:1.1700893640518188
Epoch:38	SE:1.164021372795105
Epoch:39	SE:1.1629689931869507
Epoch:40	SE:1.1604160070419312
Epoch:41	SE:1.1564582586288452
Epoch:42	SE:1.1543368101119995
Epoch:43	SE:1.1484030485153198
Epoch:44	SE:1.1431769132614136
Epoch:45	SE:1.140433430671692
Epoch:46	SE:1.1344552040100098
Epoch:47	SE:1.13252592086792
Epoch:48	SE:1.1314913034439087
Epoch:49	SE:1.1263467073440552
Epoch:50	SE:1.1223922967910767
Epoch:51	SE:1.1199853420257568
Epoch:52	SE:1.1159271001815796
Epoch:53	SE:1.1105917692184448
Epoch:54	SE:1.1094216108322144
Epoch:55	SE:1.1060103178024292
Epoch:56	SE:1.104170799255371
Epoch:57	SE:1.0985268354415894
Epoch:58	SE:1.0930911302566528
Epoch:59	SE:1.0900065898895264
Epoch:60	SE:1.0851740837097168
Epoch:61	SE:1.078525424003601
Epoch:62	SE:1.075713038444519
Epoch:63	SE:1.0722674131393433
Epoch:64	SE:1.0690748691558838
Epoch:65	SE:1.0662198066711426
Epoch:66	SE:1.0628700256347656
Epoch:67	SE:1.0578362941741943
Epoch:68	SE:1.0555394887924194
Epoch:69	SE:1.0498290061950684
Epoch:70	SE:1.0466358661651611
Epoch:71	SE:1.0417555570602417
Epoch:72	SE:1.0334705114364624
Epoch:73	SE:1.0317567586898804
Epoch:74	SE:1.0253711938858032
Epoch:75	SE:1.0214052200317383
Epoch:76	SE:1.014131784439087
Epoch:77	SE:1.006089210510254
Epoch:78	SE:1.0037342309951782
Epoch:79	SE:0.9950965046882629
